,標題,分類,內文
3377,Re: [情報] 基隆市免費送價值90元市長套餐,Lifeismoney,"※ 引述《h100733 (彩虹糖)》之銘言：
: 6顆貢丸+大麵炒+滷味90元 基隆市政說明會附「國樑套餐」
: 市長謝國樑從3月4日開始，每天晚上到各區舉辦「市政說明會」，說明過去一年的市政建
: 設，不過市民參加完後可以拿到一份餐點，裡面有大麵炒、滷味配菜、6顆大貢丸相當澎
: 派，也意外成為說明會焦點。
: https://news.ltn.com.tw/news/politics/breakingnews/4598494
: 有興趣的基隆人可以天天去市政說明會
: 每天都可以吃一份價值90元的免費晚餐哦
看到版上沒人討論後續 看到忍不住分享
見到新聞都嘛過期
下一場次 https://i.imgur.com/TIDB4d9.png
圖來源 https://youtu.be/P3kwKUe5gpA?t=96

基隆市民 其他場次 好好注意里長公告 市面價值破百晚餐就能省下

順便回 之前推文靠邀gogoro 的 難怪現在送啥雞排珍奶都看不上眼

基隆青年電動機車3.0 估不限廠牌最高補助6萬元
2024/5/7 14:40

（中央社記者王朝鈺基隆7日電）基隆市府推出公益青年就業電動機車補助計畫，已有逾
7200人申請，基隆市長謝國樑今天說，目標7月1日推出3.0方案，不限廠牌包括Gogoro在
內，可自行挑選車款，最高補助6萬元。

謝國樑中午出席暖暖高中草皮球場完工啟用受訪表示，市府針對電動機車2.0方案大幅度
補助電池月資費，申請者可選擇最低電池月資費0元，而3.0方案純粹針對車體一次性補助
，申請者須自付電池月資費，但可不限廠牌包括Gogoro在內，任由民眾自行挑選車款。

他指出，預計會有部分申請者購買包括Gogoro在內等喜好的電動機車廠牌，市府也樂觀其
成。市府目標追加預算通過後，7月1日推出3.0方案供民眾申請，預計每輛電動機車補助
金額應該會在新台幣5萬元以上、6萬元以內，最高額度也許會在6萬元。

謝國樑表示，民眾對於電動機車使用習慣不同，每月騎乘的里程數也不同，願意負擔的電
池月資費金額也不同，歡迎大家自行選擇，但「如果你問我，我個人還是蠻喜歡2.0方案
」，因為2.0方案有針對電池月資費部分實質補貼，市府也會持續針對2.0方案納入更多的
電動機車品牌及車型。

基隆市府去年10月起受理申請公益電動機車補助，但申請不如預期，市府3月公布2.0方案
申請條件再放寬，汰舊改為非必要條件，沒有舊車也可申請；若想要汰舊換新，另有1萬
元獎勵金；申請者也從原來民國78年到92年出生市民，改為68年至93年都可申請。

基隆市環保局指出，過去申請者還必須連續5年且每年須完成4小時以上公益服務時數，
2.0方案也改為鼓勵性質。在2.0方案中，有電池月資費還從499元降為0元，或是將電池租
賃方案從699元降為0元，希望減輕民眾負擔。（編輯：戴光育）

https://www.cna.com.tw/news/aloc/202405070171.aspx

這篇 是在下看到開版以來 省錢點No.1吧



"
3378,[情報] BenQ Screenbar Halo $3989,Lifeismoney,"剛剛在電腦家上看到Screenbar Halo特價折300
https://reurl.cc/70dLxy
最基礎的Screenbar也折300，折完以後$2689
https://reurl.cc/9v3LKO

"
3379,Re: [情報] 全家 pocky香蕉棒 110盒989元,Lifeismoney,"上次的10盒99元，我有衝了

剛剛拿到，先吃一盒
和推文一樣，滿滿化學味

說難吃也還好，可是就是感覺很化學
解解饞還可以啦

要一次買到110盒，勸你真的不要浪費錢XD
※ 引述《TwiEnable (駐版小妹)》之銘言：
: https://i.imgur.com/82nDEYW.jpeg
: 10盒99
: 可以用折價券1000-100
: 要買11組才超過1000
: 算下來一盒20g 9元
: 因該還算便宜

"
3380,[討論] 家樂福的2L豆漿價格,Lifeismoney,"那就去超市買2L分喝就好了啊！拜託~

果不其然，昨天一去看，價格也調整了
https://imgur.com/a/rdGaN8Y

變成$75

結果瞄下旁邊義美價...
https://imgur.com/a/H0Vh8my

義美沒動,那我選便宜的就好！(撐住啊阿美><

不然要便宜點,你也可選光泉~
https://imgur.com/a/izVyvgg

差不多1.8L的豆漿3種價格！
難道黃豆也有分嗎？真有趣:)

"
3381,[新聞] 明（20）日起國內汽、柴油價格各調降0.2元,Lifeismoney,"https://www.cpc.com.tw/News_Content.aspx?n=28&sms=8920&s=85701

平穩雙機制及調降貨物稅 汽、柴油各吸收4.8元及5.5元
明（20）日起國內汽、柴油價格各調降0.2元

刊登日期：113-05-19

    台灣中油公司自明（20）日凌晨零時起汽、柴油價格各調降0.2元，參考零售價格分
別為92無鉛汽油每公升29.2元、95無鉛汽油每公升30.7元、98無鉛汽油每公升32.7元、超
級柴油每公升26.8元。本週因雙重平穩機制啟動，汽、柴油各吸收2.6元及3.9元。

    台灣中油表示，國際油價下跌，浮動油價調整原則之調價指標7D3B週均價下跌0.54美
元，新臺幣兌美元匯率升值0.107元，國內油價依公式計算跌幅為0.78%。按浮動油價機制
調整原則，汽、柴油應調價格與本週參考零售價格相比，汽、柴油應各調漲2.4元及3.7元
，惟為維持價格低於亞洲鄰近國家(日、韓、港、星)，汽、柴油各吸收2.3元及3.6元，吸
收後95無鉛汽油超出30元，啟動油價平穩措施，第一階段吸收25%調幅四捨五入，汽、柴
油每公升各吸收0.3元。雙重平穩機制啟動，汽、柴油共各吸收2.6元及3.9元，國內汽、
柴油價格實際每公升調降0.2元。吸收金額如下表：

吸收金額／每公升  政府調降貨物稅  維持亞鄰國家最低價  平穩措施  合計

汽油              2.2             2.3                 0.3       4.8

柴油              1.6             3.6                 0.3       5.5

    本週依油價公式及政府調降貨物稅(汽、柴油每公升各共2元及1.5元)調整國內油價，
並持續以亞洲國家最低價及平穩措施運作，協助穩定國內油價，汽、柴油各需調整之2.6
元及3.9元均由台灣中油吸收，113年累計至4月底止，台灣中油共吸收約94.13億元。調價
後各式油品參考零售價格調幅及調整金額如附表，實際零售價格以各營業點公告為準。(
台灣中油與亞鄰各國油價比較表，請參考全球資訊網https://www.cpc.com.tw之產品與服
務"
3382,[情報] foodomo Mister Donut 甜甜圈買10送10,Lifeismoney,"https://i.imgur.com/9Svh2bq.jpeg
如圖
搭配新客優惠碼可以再折100塊
平均一顆只要$15塊上下
如果有會員自取可以再7折
這好像是長期活動
每個禮拜五都有
新客優惠碼：新手好幸運
https://i.imgur.com/ByfGQmI.jpeg

"
3383,[情報] 日本吉卜力公園票價優惠、兒童半價,Lifeismoney,"日本愛知縣的著名旅遊景點吉卜力公園日前推出特別套票，讓旅客以半價優惠遊玩2024年
3月開幕的全新區域「魔女之谷」。但優惠限定入場日期，只能在8月至11月間享受半價門
票。

特別套票不止可以遊玩魔女之谷，亦能前往2023年11月開幕的「幽靈故里」。套票價格為
成人平日及假日分別3,300及3,800日圓，兒童則是半價。

剛才看到的，應該算省錢點
https://i.imgur.com/8SQPDg3.jpeg

"
3384,[情報] 必勝客快閃活動-滿300折50,Lifeismoney,"https://i.imgur.com/jOhJJKn.jpeg
【活動名稱】：[必勝客快閃活動]隱藏紅包$50

【廠商名稱】：必勝客

【活動時間】：2024/05/17~2024/05/20

【活動內容】：

滿300折50-網路限定
折價券連結網址
https://lihi.cc/N3ZZj

【注意事項】
限5/20前取餐使用

剛才發現手機有必勝客簡訊
https://i.imgur.com/PH4kKGL.jpeg
點連結網址後
PKAPP立刻出現這張折價券
大家可以試試看

"
3385,[情報] 歐樂B PRO1 3D電動牙刷$921,Lifeismoney,"領券折後比價過最便宜
幫媽媽買新機剛好看到
用APP下單還可以再賺點數
到時候再回來買刷頭
繳稅後錙銖必較阿~

https://reurl.cc/MOOrq4
https://i.imgur.com/W0xysak.jpeg

"
3386,[情報] 聖保羅新註冊會員Q餅買五送五,Lifeismoney,"以前就很喜歡吃 Q 餅，多年前第一次吃到時驚為天人，現在雖然漲到50元還是常吃，
最近剛好看到推薦好友新註冊可以得到優惠券 Q 餅買一盒(五個)送一盒，覺得折扣蠻
大算佛心。

有需要的人可以用以下推薦網址註冊領優惠券嘍
https://reurl.cc/qVVMoq

"
3387,[情報] 雅虎New Balance品牌慶4折起,Lifeismoney,"最近雅虎和蝦皮的New Balance促銷超多
https://reurl.cc/VzzyV6

有些熱門鞋款和配色都是歷史低價
https://i.imgur.com/wBiARH3.jpeg
幫我婆買了這雙327真的便宜
https://reurl.cc/5vv0nR

IU和金秀賢同款的1906R價格也是史低
https://i.imgur.com/KvLtqVA.jpeg
momo看到有商家賣的再便宜幾十塊
不過官方旗艦店買有多送贈品-機夾片掛繩卡套組
https://reurl.cc/MOOnEn
這款1906R配色就不老了吧
https://i.imgur.com/ncL3g4l.jpeg

"
3388,[情報] 芙若菈衛生棉領取,Lifeismoney,"
剛好滑臉書看到
需填個資+運費
可領取試用包
https://flora.tw/free
也順便詢問了產地
https://i.imgur.com/8e4Ml1X.jpeg

臉書粉專好像也有分享貼文可抽試用包活動～

分享給有需要的女孩～


"
3389,[情報] PK雙饗卡APP 免費送可樂 1.25L(結束),Lifeismoney,"https://reurl.cc/700ZRQ

下載PK雙饗卡APP
免費領可樂
還是1.25L的
舊戶一樣可領

領券後七日內兌換
app可單獨下單兌換
不用購餐


https://i.imgur.com/5qubVq1.jpeg

"
3390,[情報] 王品年中場 五折卷,Lifeismoney,"https://www.wowfms.com/event/2024/givemefive/index.html

現在網頁很卡 可能大家都在看

不限平假日

出示圖的條碼就好

https://i.imgur.com/FKfbWPD.png

https://i.imgur.com/c1qIxwS.png

用手機才能存圖

但現在網站卡成狗

我就懶得整理了



"
3391,[情報] Klook刷linepay最高22%回饋,Lifeismoney,"應該會有人問 所以先附上22%是怎麼來的:
指定飯店88折(12%)+滿3000送linepay95折券(5%)+新戶滿千享line points5%回饋
(所以要符合以上條件才會有完整的22%的喔，但前面兩個條件是滿好符合的)

6月中要和女友去大阪
這幾天在訂一些景點的票的時候 發現這幾天Klook好像有快閃的優惠活動?
例如飯店這個好像就是其中一個
我後來改訂指定的大阪岸邊光芒飯店就可以有88折，用了優惠後總共省了700
還不錯，不無小補的感覺

https://i.imgur.com/XWrZSCY.jpeg
https://i.imgur.com/NkOnWoJ.jpeg

其他優惠我看到還不錯的也有全站滿6000折600 這個很好湊到 訂飯店輕輕鬆鬆就超過了
這邊附上優惠傳送門:
https://www.klook.com/zh-TW/tetris/promo/tw_japan/

有規劃要去日本的版友可以把握一下 雖然優惠券都很快都被搶光了...
反正現子時點進去 能領的優惠券都先領一領就對了
"
3392,[情報] MILITEC-1 密力鐵金屬保護劑機油精,Lifeismoney,"最近引擎都會嘎咖嘎咖的響(10年的車了QAQ
查了一下看網路上滿推這罐的
折扣後 $550 免運

我看這邊有點數回饋4%(大概回饋22塊，我有買衛生紙想湊點數 XD)

https://www.rakuten.com.tw/shop/eliving/product/3235020-1/

"
3393,[情報] 中部遠傳免費領全家冰淇淋 築間海鮮肉品,Lifeismoney,"今天收到簡訊
https://i.imgur.com/T5UspNG.jpg
填寫資料就可以去門市 免費領 全家冰淇淋兌換券
看起來是不限定任何電信的用戶
但限中區的遠傳門市才可以領取
我自己是很常吃全家的冰淇淋  每次有新品推出就會去嘗鮮
上波的藍莓我就很愛
跟我一樣喜歡吃冰的  可以趕快去兌換來吃~~
另外也有  築間肉品海鮮券  可以換
這個就要消費才能兌換使用  兌換方式相同
可以兩個一起領  附上兩個填寫的連結

免費全家冰淇淋券  https://reurl.cc/QREdr2
築間肉品海鮮券 https://reurl.cc/z1Dzey

"
3394,[情報] ASICS GEL-KAYANO 30 跑鞋 $3280,Lifeismoney,"
亞瑟士最具傳奇性的跑鞋 KAYANO系列

包覆性夠+強支撐力，很適合讓跑步初學者穿

目前官網一雙$5180，各大平台大概落在$3650

https://i.imgur.com/yw3iLhf.jpeg

樂天目前$3580，還可以領$300折價券，現折下來$3280
https://reurl.cc/4rr62v
https://i.imgur.com/ymDPwJ6.jpeg

目前比價下來是最便宜了

"
3395,[情報] 拾久茶屋載APP免費粉粿飲品一杯,Lifeismoney,"
路過武廟路拾   看到排隊人潮
https://i.imgur.com/TzPZ4ef.jpeg


蜜香粉粿跟檸檬紅茶各換一杯

https://i.imgur.com/5Qr0ODn.jpeg

體感:兌換流程算快 粉粿好好吃

5分鐘省90元 讚讚讚

https://i.imgur.com/tB2OhPE.jpeg
店員滿可愛的
https://i.imgur.com/1WOFqbJ.jpeg

活動網址:https://reurl.cc/vaaYpe

"
3396,[情報] GoShare 騎乘金,Lifeismoney,"這裡的風會告訴你

騎乘金$20一張

今天輸入效期到5/24 輸入時間

星期五GoShare facebook 官方粉專常常有優惠碼

"
3397,[情報] WeMo 騎乘券,Lifeismoney,"輸入優惠碼

請你愛我

wemo 騎乘券$18一張

"
3398,[新聞] 台南人挺老市長！賴清德520就職總統 「這裡」520杯珍奶免費,Lifeismoney,"台南人挺老市長！賴清德520就職總統 「這裡」520杯珍奶免費送
https://news.ltn.com.tw/news/Tainan/breakingnews/4675945
https://img.ltn.com.tw/Upload/news/600/2024/05/17/4675945_1_1.jpg
台南人挺台南人！仁德工業區廠商協進會結合地方各界，520新總統賴清德就職當天，將
贈送520杯珍奶，邀請相親一起慶祝。（記者吳俊鋒攝）

2024/05/17 16:53
〔記者吳俊鋒／台南報導〕新總統賴清德即將上任，感念他在台南市長期間，對於治水的
用心與努力，仁德工業區廠商協進會結合地方各界，5月20日就職當天，在公所發放520杯
珍珠奶茶，邀請鄉親一起來慶賀。

這場主題為「台南人挺台南人」的520總統就職感恩珍奶大放送活動，由仁德工業區廠商
協進會發起，邀請民進黨的議員郭鴻儀與立委林俊憲等服務處共襄盛舉，公所也一起合辦
。

仁德區長黃素美提到，這次贈送的珍奶，同樣來自國宴指定飲品的茶の魔手，容量為一般
大杯的750cc，不僅要求微冰，且甜度就是總統賴清德喜好的「1分糖」，限量發放，有興
趣的民眾，動作要快。

廠商協進會理事長林伯川說，520上午10點在公所發放感恩珍奶，共準備了520杯，與國宴
指定飲品同款，熱鬧慶祝賴清德就任總統，也表達地方對他當時積極整治三爺溪的謝意。

林伯川指出，三爺溪早期豪雨時，沿岸常氾濫成災，賴清德上任後努力整治，並協助工業
區廠商成立協進會，與公部門合作，針對淹水問題所在，提出改善之道，解決當地洪患之
苦。

林伯川說，12年前賴清德推動三爺溪整治時，他擔任協進會理事長，郭鴻儀是區長，而黃
素美則是公所主任祕書，如今他們都持續在為仁德的建設打拚，因此藉由這次的感恩珍奶
大放送活動，一起來見證地方發展。

https://img.ltn.com.tw/Upload/news/600/2024/05/17/4675945_2_1.jpg
台南人挺台南人！仁德工業區廠商協進會結合地方各界，520新總統賴清德就職當天，將
贈送520杯珍奶，邀請相親一起慶祝。（記者吳俊鋒攝）

"
3399,[情報] Lady內衣72折,Lifeismoney,"
這間提供免費修改服務

兩件一起買再折100
https://reurl.cc/6v5Mvd
涼感平口內衣 1288元
夏天可搭衣用

查價
https://i.imgur.com/U8jrTkJ.png
"
3400,[情報] 7-11 超值五六日 5/24-26,Lifeismoney,"下週略微普通
小時光麵館還可以，但沒有說明回饋數量限制
農心拉麵持續買一送一
https://i.imgur.com/sGfd6xu.jpeg
https://i.imgur.com/4tatuF2.jpeg

※ 授權方式: 創用 CC 姓名標示-禁止改作-非商業性 4.0 國際 授權條款授權

"
3401,[情報] 蝦皮豬肉滿福堡加蛋+四塊麥克鷄塊$58,Lifeismoney,"麥當勞 豬肉滿福堡加蛋+四塊麥克鷄塊 58
https://reurl.cc/ezLMEM

以下漢堡王

洋蔥圈牛肉堡套餐 49
https://reurl.cc/VzN0Kn

荒野小怪獸起司牛脆雞堡(兩入組) 99
https://reurl.cc/MO46nm

華鱈魚堡+小薯中可 59
https://reurl.cc/YEV4MO

花生培根脆雞堡+小薯中可 59
https://reurl.cc/bVDW6r

十塊雞塊餐 69
https://reurl.cc/dnLQ0q

重磅培根雙層牛肉堡 99
https://reurl.cc/RqWY1n

荒野小怪獸起司牛脆雞堡雙套餐 149
https://reurl.cc/gG4RmV

以下其他

王品集團 584元好禮即享券 520
https://reurl.cc/6v7Ky6

21風味館 半片起司烤餅買1送1 65
https://reurl.cc/Ke48pp

頂呱呱 雞脖子兩入組 80
https://reurl.cc/9v7DOj

統一集團通用數位禮券 300元數位商品禮券 295
https://reurl.cc/gG4R2R

瓦城集團 500元好禮即享券 489
https://reurl.cc/RqWYrZ

饗賓餐旅集團 500元喜客券 489
https://reurl.cc/yLYRME


麥當勞跟漢堡王門市&外送都越來越貴zzz
先買幾組慢慢吃

"
3402,[情報] 日亞 4k螢幕促銷,Lifeismoney,"https://i.imgur.com/2cwZF6W.png

https://i.imgur.com/hxjaMrZ.png


感覺比在台灣買划算很多….
大家怎麼看？

"
3403,[情報] LINE POINT 4,Lifeismoney,"http://i.imgur.com/G63vUyX.jpg

下載指定應用程式並開啟即可得點

"
3404,[情報] 新竹：初原麵場，拉麵買一送一,Lifeismoney,"時間 : 5/17(五)～5/18(六)
地點 : 新竹縣新豐鄉明新二街105號
優惠 : 焙煎雞白湯拉麵，焙煎醬油豚骨拉麵，焙煎味噌豚骨拉麵，特盛拉麵買一送一
理由 : 慶開幕

https://i.imgur.com/k9dOJkW.png
https://i.imgur.com/e4iQb2y.png    菜單

單價190～260元，加麵30元









"
3405,[情報] 淘寶海運7-11取貨,Lifeismoney,"淘寶海運7-11超商取貨
https://i.imgur.com/au3PvWe.jpg

以前只有空運才能選7-11
現在改成海運也可以
台灣PLUS專區199包郵也適用

"
3406,[情報] line旅遊最高10%,Lifeismoney,"有要旅遊的可以參考比較！趁這波搶優惠
6/3前住宿最高10%、不同訂房網回饋都不一樣！
滿額再領2000點紅包
 https://i.imgur.com/viBnq4K.jpeg
https://reurl.cc/707kKl

"
3407,[情報] Line禮物優惠券，麥當勞109-20,Lifeismoney,"Line→Line禮物→我的→優惠券→可領取→領取(麥當勞109-20)→立即查看。
https://i.imgur.com/p8RmTJs.jpeg

排序金額由小到大，剛好有一個套餐109元。

另推薦蕈菇牛堡+可樂120元，因為這個組合各大平台都是死豬價。


"
